balls_faced,total_runs,total_extras_seen,avg_runs_per_ball,boundary_rate,dot_ball_rate
3,3,0,1.0,0.0,0.3333333333333333
34,37,5,1.088235294117647,0.11764705882352941,0.4117647058823529
5,1,0,0.2,0.0,0.8
21,20,0,0.9523809523809523,0.14285714285714285,0.5238095238095238
3,0,1,0.0,0.0,1.0
9,18,0,2.0,0.3333333333333333,0.1111111111111111
3,0,0,0.0,0.0,1.0
4,2,1,0.5,0.0,0.5
10,14,1,1.4,0.2,0.5
9,5,0,0.5555555555555556,0.0,0.5555555555555556
28,33,2,1.1785714285714286,0.17857142857142858,0.42857142857142855
1,0,0,0.0,0.0,1.0
31,45,7,1.4516129032258065,0.22580645161290322,0.45161290322580644
5,0,0,0.0,0.0,1.0
11,13,2,1.1818181818181819,0.2727272727272727,0.6363636363636364
1,0,0,0.0,0.0,1.0
9,7,1,0.7777777777777778,0.1111111111111111,0.6666666666666666
22,13,0,0.5909090909090909,0.045454545454545456,0.5909090909090909
18,21,0,1.1666666666666667,0.1111111111111111,0.4444444444444444
8,3,0,0.375,0.0,0.625
21,24,2,1.1428571428571428,0.09523809523809523,0.38095238095238093
3,1,0,0.3333333333333333,0.0,0.6666666666666666
28,28,1,1.0,0.10714285714285714,0.42857142857142855
46,52,6,1.1304347826086956,0.08695652173913043,0.391304347826087
5,2,1,0.4,0.0,0.6
35,53,0,1.5142857142857142,0.2,0.34285714285714286
4,0,0,0.0,0.0,1.0
2,0,0,0.0,0.0,1.0
24,23,1,0.9583333333333334,0.041666666666666664,0.4166666666666667
45,49,4,1.0888888888888888,0.15555555555555556,0.4666666666666667
9,5,1,0.5555555555555556,0.0,0.6666666666666666
42,35,0,0.8333333333333334,0.09523809523809523,0.5714285714285714
34,43,1,1.2647058823529411,0.17647058823529413,0.38235294117647056
29,41,5,1.4137931034482758,0.10344827586206896,0.27586206896551724
19,32,0,1.6842105263157894,0.21052631578947367,0.2631578947368421
1,0,1,0.0,0.0,1.0
24,23,2,0.9583333333333334,0.08333333333333333,0.5
2,6,0,3.0,0.5,0.0
19,28,0,1.4736842105263157,0.2631578947368421,0.47368421052631576
11,10,0,0.9090909090909091,0.09090909090909091,0.5454545454545454
8,12,0,1.5,0.25,0.5
15,14,1,0.9333333333333333,0.13333333333333333,0.5333333333333333
5,1,0,0.2,0.0,0.8
2,0,0,0.0,0.0,1.0
13,24,0,1.8461538461538463,0.23076923076923078,0.15384615384615385
20,23,2,1.15,0.2,0.65
14,19,2,1.3571428571428572,0.21428571428571427,0.35714285714285715
45,47,1,1.0444444444444445,0.08888888888888889,0.3333333333333333
21,28,0,1.3333333333333333,0.14285714285714285,0.3333333333333333
1,0,0,0.0,0.0,1.0
4,1,1,0.25,0.0,0.75
25,26,4,1.04,0.08,0.32
18,12,3,0.6666666666666666,0.05555555555555555,0.6666666666666666
10,7,2,0.7,0.0,0.5
14,16,2,1.1428571428571428,0.21428571428571427,0.6428571428571429
4,1,1,0.25,0.0,0.75
74,77,1,1.0405405405405406,0.14864864864864866,0.5
9,12,0,1.3333333333333333,0.1111111111111111,0.3333333333333333
6,2,0,0.3333333333333333,0.0,0.8333333333333334
32,28,2,0.875,0.03125,0.28125
4,1,0,0.25,0.0,0.75
60,75,6,1.25,0.15,0.4166666666666667
17,22,1,1.2941176470588236,0.23529411764705882,0.5294117647058824
12,19,1,1.5833333333333333,0.25,0.3333333333333333
12,8,2,0.6666666666666666,0.0,0.4166666666666667
4,1,2,0.25,0.0,0.75
16,8,2,0.5,0.0625,0.6875
64,89,2,1.390625,0.203125,0.375
1,0,0,0.0,0.0,1.0
4,9,0,2.25,0.25,0.25
34,13,1,0.38235294117647056,0.029411764705882353,0.7352941176470589
54,74,2,1.3703703703703705,0.14814814814814814,0.2962962962962963
6,2,0,0.3333333333333333,0.0,0.8333333333333334
10,4,0,0.4,0.0,0.6
10,18,1,1.8,0.4,0.4
1,1,0,1.0,0.0,0.0
8,1,0,0.125,0.0,0.875
6,4,1,0.6666666666666666,0.16666666666666666,0.8333333333333334
10,10,1,1.0,0.2,0.6
20,2,6,0.1,0.0,0.9
6,5,2,0.8333333333333334,0.0,0.3333333333333333
9,2,0,0.2222222222222222,0.0,0.7777777777777778
6,2,0,0.3333333333333333,0.0,0.6666666666666666
36,40,3,1.1111111111111112,0.05555555555555555,0.25
19,16,1,0.8421052631578947,0.05263157894736842,0.47368421052631576
7,8,1,1.1428571428571428,0.14285714285714285,0.5714285714285714
10,0,3,0.0,0.0,1.0
24,31,1,1.2916666666666667,0.16666666666666666,0.375
29,23,0,0.7931034482758621,0.034482758620689655,0.41379310344827586
8,10,0,1.25,0.125,0.25
44,67,1,1.5227272727272727,0.18181818181818182,0.29545454545454547
15,5,9,0.3333333333333333,0.0,0.7333333333333333
8,9,0,1.125,0.125,0.25
4,4,3,1.0,0.25,0.75
16,23,2,1.4375,0.3125,0.5625
6,1,1,0.16666666666666666,0.0,0.8333333333333334
1,0,0,0.0,0.0,1.0
